@relation student_profiles

@attribute profile_id numeric
@attribute education_level numeric
@attribute OL_subject_0_score numeric
@attribute OL_subject_2_score numeric
@attribute OL_subject_3_score numeric
@attribute OL_subject_1_score numeric
@attribute OL_subject_5_score numeric
@attribute OL_subject_4_score numeric
@attribute AL_stream numeric
@attribute AL_subject_6_score numeric
@attribute AL_subject_8_score numeric
@attribute AL_subject_10_score numeric
@attribute AL_subject_4_score numeric
@attribute AL_subject_3_score numeric
@attribute AL_subject_7_score numeric
@attribute AL_subject_0_score numeric
@attribute AL_subject_2_score numeric
@attribute AL_subject_1_score numeric
@attribute AL_subject_9_score numeric
@attribute AL_subject_12_score numeric
@attribute AL_subject_5_score numeric
@attribute AL_subject_11_score numeric
@attribute university_score numeric
@attribute gpa numeric
@attribute career {Medicine,Engineering,IT,Research,Business,Teaching}

@data
131,2,88,21,64,30,43,22,2,7,0,0,88,0,0,0,0,0,0,0,4,0,67,3.94,Engineering
132,1,80,3,3,30,28,69,2,60,0,0,58,0,0,0,0,0,0,0,33,0,-1,-1,Medicine
133,1,75,0,9,29,80,48,0,0,0,0,0,0,0,45,44,20,0,0,0,0,-1,-1,Medicine
134,0,36,85,41,25,35,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
135,2,17,64,90,85,57,42,2,42,0,0,13,0,0,0,0,0,0,0,22,0,66,2.69,Teaching
136,0,29,49,0,28,83,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
137,2,52,28,71,9,62,94,0,0,0,0,0,0,0,11,89,10,0,0,0,0,60,3.51,Teaching
138,1,98,4,73,63,19,28,4,0,0,5,0,0,0,0,0,0,0,20,0,15,-1,-1,Engineering
139,1,86,78,66,31,4,36,3,0,84,0,0,0,62,0,0,0,93,0,0,0,-1,-1,Medicine
140,1,7,78,28,0,28,56,1,0,0,0,0,37,0,59,0,52,0,0,0,0,-1,-1,IT
141,0,47,61,98,30,87,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
142,0,5,37,26,56,86,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
143,1,2,60,10,14,65,16,4,0,0,3,0,0,0,0,0,0,0,62,0,52,-1,-1,Engineering
144,1,23,55,63,4,5,6,2,95,0,0,90,0,0,0,0,0,0,0,12,0,-1,-1,IT
145,0,99,14,41,13,10,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
146,1,38,37,12,42,2,56,0,0,0,0,0,0,0,90,87,10,0,0,0,0,-1,-1,Engineering
147,2,38,31,50,41,35,80,0,0,0,0,0,0,0,12,99,22,0,0,0,0,61,3.33,Engineering
148,2,77,33,89,61,0,45,1,0,0,0,0,66,0,61,0,4,0,0,0,0,95,3.01,Engineering
149,2,57,90,25,28,76,12,0,0,0,0,0,0,0,35,15,80,0,0,0,0,98,2.81,Engineering
150,1,99,16,10,32,24,38,3,0,60,0,0,0,26,0,0,0,80,0,0,0,-1,-1,Medicine
151,1,43,14,12,10,82,7,2,9,0,0,98,0,0,0,0,0,0,0,42,0,-1,-1,Medicine
152,2,24,18,62,37,13,91,1,0,0,0,0,16,0,18,0,38,0,0,0,0,80,3.28,Teaching
153,1,42,24,1,51,29,82,2,22,0,0,11,0,0,0,0,0,0,0,51,0,-1,-1,Medicine
154,0,5,97,96,77,21,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
155,2,13,94,57,54,32,48,1,0,0,0,0,19,0,45,0,3,0,0,0,0,73,2.91,Teaching
156,1,41,80,7,92,44,84,2,17,0,0,1,0,0,0,0,0,0,0,99,0,-1,-1,IT
157,1,19,50,20,42,31,92,2,38,0,0,73,0,0,0,0,0,0,0,15,0,-1,-1,Medicine
158,1,30,77,58,20,26,8,4,0,0,45,0,0,0,0,0,0,0,14,0,76,-1,-1,Engineering
159,0,13,84,94,20,59,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
160,2,40,34,53,42,53,77,3,0,46,0,0,0,30,0,0,0,2,0,0,0,67,3.47,Teaching
161,2,51,58,34,21,83,28,2,84,0,0,73,0,0,0,0,0,0,0,70,0,97,3.55,IT
162,0,24,69,2,77,43,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
163,1,48,89,1,2,55,22,1,0,0,0,0,66,0,60,0,87,0,0,0,0,-1,-1,Engineering
164,2,27,8,70,51,40,29,2,21,0,0,33,0,0,0,0,0,0,0,27,0,87,3.23,Teaching
165,0,47,71,6,0,77,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
166,1,60,10,22,92,11,50,2,65,0,0,55,0,0,0,0,0,0,0,7,0,-1,-1,IT
167,1,41,8,14,87,22,22,1,0,0,0,0,27,0,2,0,49,0,0,0,0,-1,-1,IT
168,0,87,11,66,2,79,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
169,2,17,99,40,32,65,28,3,0,7,0,0,0,58,0,0,0,55,0,0,0,89,2.53,Engineering
170,0,50,29,23,85,6,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
171,2,97,7,59,19,0,20,1,0,0,0,0,10,0,40,0,31,0,0,0,0,83,2.92,IT
172,1,47,33,87,4,54,82,3,0,49,0,0,0,12,0,0,0,3,0,0,0,-1,-1,Engineering
173,2,2,34,39,84,56,31,3,0,91,0,0,0,50,0,0,0,68,0,0,0,66,3,Engineering
174,1,93,0,47,2,10,20,3,0,24,0,0,0,93,0,0,0,1,0,0,0,-1,-1,IT
175,2,86,58,28,31,28,85,4,0,0,25,0,0,0,0,0,0,0,58,0,71,91,3.63,Medicine
176,1,64,2,56,82,94,33,0,0,0,0,0,0,0,11,32,74,0,0,0,0,-1,-1,Engineering
177,1,7,30,63,15,92,40,3,0,29,0,0,0,46,0,0,0,27,0,0,0,-1,-1,IT
178,2,14,27,96,56,99,88,1,0,0,0,0,34,0,53,0,83,0,0,0,0,74,3.31,IT
179,2,21,89,75,9,79,84,1,0,0,0,0,30,0,38,0,59,0,0,0,0,75,2.77,IT
180,1,41,97,59,48,82,94,2,47,0,0,21,0,0,0,0,0,0,0,24,0,-1,-1,IT
181,0,81,18,67,21,9,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
182,0,81,96,98,90,54,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
183,2,54,9,19,39,10,79,2,0,0,0,25,0,0,0,0,0,0,0,41,0,89,3.11,Engineering
184,1,3,57,11,56,85,72,0,0,0,0,0,0,0,58,80,65,0,0,0,0,-1,-1,IT
185,0,57,35,20,47,46,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
186,1,10,56,47,29,79,30,4,0,0,38,0,0,0,0,0,0,0,93,0,1,-1,-1,IT
187,2,34,78,60,29,90,71,4,0,0,84,0,0,0,0,0,0,0,66,0,97,64,3.55,Teaching
188,1,4,23,65,88,42,12,0,0,0,0,0,0,0,5,53,62,0,0,0,0,-1,-1,Medicine
189,2,26,35,22,48,23,76,0,0,0,0,0,0,0,42,55,44,0,0,0,0,67,4,Medicine
190,2,84,98,70,61,30,69,2,69,0,0,98,0,0,0,0,0,0,0,85,0,92,3.43,Teaching
191,0,90,3,40,0,54,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
192,1,77,69,60,1,90,44,1,0,0,0,0,55,0,67,0,21,0,0,0,0,-1,-1,Medicine
193,2,26,78,86,34,16,24,0,0,0,0,0,0,0,42,76,10,0,0,0,0,95,2.77,Medicine
194,2,29,23,31,74,98,12,1,0,0,0,0,81,0,74,0,80,0,0,0,0,86,2.62,Teaching
195,2,33,31,87,18,4,49,0,0,0,0,0,0,0,73,35,68,0,0,0,0,65,3.17,Teaching
196,0,96,62,45,82,33,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
197,1,45,97,68,23,43,46,2,32,0,0,60,0,0,0,0,0,0,0,17,0,-1,-1,IT
198,1,73,60,18,15,11,54,0,0,0,0,0,0,0,11,5,29,0,0,0,0,-1,-1,IT
199,2,82,66,38,53,3,3,0,0,0,0,0,0,0,34,57,93,0,0,0,0,65,2.98,Medicine
200,2,23,35,2,21,53,48,4,0,0,43,0,0,0,0,0,0,0,41,0,27,66,3.1,Engineering
201,2,53,58,34,81,9,73,0,0,0,0,0,0,0,60,3,42,0,0,0,0,97,3.39,Medicine
202,2,28,89,64,89,83,64,1,0,0,0,0,90,0,99,0,12,0,0,0,0,74,2.79,IT
203,2,8,24,8,58,76,55,0,0,0,0,0,0,0,46,83,96,0,0,0,0,79,3.21,Teaching
204,2,50,29,56,68,1,70,2,15,0,0,36,0,0,0,0,0,0,0,63,0,86,3.2,Engineering
205,1,5,22,28,30,81,64,4,0,0,82,0,0,0,0,0,0,0,83,0,70,-1,-1,Engineering
206,2,84,81,5,17,18,31,0,0,0,0,0,0,0,55,45,84,0,0,0,0,95,3.24,Medicine
207,0,74,87,65,46,18,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
208,0,45,55,30,86,53,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
209,1,4,4,62,43,17,18,2,90,0,0,47,0,0,0,0,0,0,0,22,0,-1,-1,Engineering
210,2,97,66,54,70,0,67,0,0,0,0,0,0,0,31,89,90,0,0,0,0,73,3.4,IT
211,1,80,59,50,8,68,22,3,0,86,0,0,0,81,0,0,0,73,0,0,0,-1,-1,Medicine
212,2,78,28,72,80,73,69,4,0,0,94,0,0,0,0,0,0,0,96,0,32,84,2.88,IT
213,2,33,80,17,43,68,5,0,0,0,0,0,0,0,80,75,89,0,0,0,0,82,3.24,Engineering
214,0,73,42,53,46,38,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
215,1,70,70,95,18,69,7,4,0,0,77,0,0,0,0,0,0,0,50,0,23,-1,-1,Engineering
216,0,6,68,44,69,63,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
217,1,16,47,99,28,55,77,2,40,0,0,39,0,0,0,0,0,0,0,64,0,-1,-1,IT
218,2,45,17,99,38,67,52,0,0,0,0,0,0,0,61,90,3,0,0,0,0,94,3.26,Engineering
219,1,3,21,81,45,27,3,2,60,0,0,10,0,0,0,0,0,0,0,18,0,-1,-1,Engineering
220,1,39,69,78,43,19,24,4,0,0,28,0,0,0,0,0,0,0,3,0,52,-1,-1,Engineering
221,0,73,24,76,58,75,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
222,2,66,57,78,82,50,10,2,75,0,0,57,0,0,0,0,0,0,0,5,0,78,2.68,IT
223,1,82,81,38,63,33,92,1,0,0,0,0,52,0,29,0,61,0,0,0,0,-1,-1,Medicine
224,1,80,69,1,62,42,39,3,0,44,0,0,0,57,0,0,0,90,0,0,0,-1,-1,Medicine
225,0,17,56,77,82,57,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
226,0,47,50,14,3,91,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
