career_0,career_1,career_2,career_3,career_4,career_5
0.7405,0.7675,0.6905,0.4735,0.4235,0.5735
0.932,0.6925,0.634,0.487,0.437,0.5870000000000001
0.7195,0.7675,0.6695,0.4885,0.4205,0.5705
0.7020000000000001,0.764,0.652,0.6280000000000001,0.648,0.8700000000000001
0.6070000000000001,0.67,0.5810000000000001,0.481,0.638,0.8570000000000001
0.6490000000000001,0.6875,0.5990000000000001,0.479,0.429,0.5790000000000001
0.6940000000000001,0.7015,0.644,0.469,0.419,0.5690000000000001
0.7465,0.7605,0.6965,0.4785,0.4285,0.5785
0.7250000000000001,0.715,0.9,0.493,0.443,0.5930000000000001
0.5950000000000001,0.6285,0.545,0.766,0.418,0.5680000000000001
0.7025,0.742,0.6525,0.4645,0.4145,0.5645
0.644,0.7324999999999999,0.594,0.452,0.543,0.88
0.95,0.7445,0.666,0.494,0.444,0.5940000000000001
0.6605,0.6535,0.8945,0.4975,0.6665,0.88
0.6345000000000001,0.6925,0.5845,0.4915,0.4415,0.5915
0.6185,0.692,0.5685,0.7184999999999999,0.4125,0.5625
0.65,0.622,0.6,0.8210000000000001,0.419,0.5690000000000001
0.6360000000000001,0.6865,0.5860000000000001,0.6900000000000001,0.428,0.5780000000000001
0.6345000000000001,0.6429999999999999,0.5845,0.4585,0.4085,0.5585
0.6565,0.7304999999999999,0.6064999999999999,0.4605,0.4105,0.5605
0.6184999999999999,0.8185,0.5684999999999999,0.4575,0.4075,0.5575
0.6025,0.6719999999999999,0.5525,0.4635,0.5635,0.7635
0.6960000000000001,0.92,0.646,0.483,0.6040000000000001,0.88
0.7485,0.743,0.6985,0.4775,0.4275,0.5775
0.95,0.7775,0.666,0.491,0.651,0.88
0.6890000000000001,0.7195,0.783,0.487,0.437,0.5870000000000001
0.6565000000000001,0.9065,0.6065,0.4955,0.4455,0.5955
0.6310000000000001,0.6689999999999999,0.5810000000000001,0.453,0.403,0.553
0.5860000000000001,0.637,0.9,0.46,0.41,0.56
0.681,0.6885,0.631,0.459,0.409,0.559
0.6195,0.8454999999999999,0.5695,0.4575,0.607,0.88
0.7175,0.695,0.6675,0.4925,0.4425,0.5925
0.683,0.696,0.9,0.471,0.538,0.727
0.6525,0.92,0.6024999999999999,0.4515,0.4015,0.5515
0.7070000000000001,0.6765,0.657,0.474,0.424,0.5740000000000001
0.7225,0.92,0.6725,0.4905,0.4405,0.5905
0.5810000000000001,0.6345,0.531,0.465,0.415,0.5650000000000001
0.6405000000000001,0.6599999999999999,0.5905,0.4725,0.4225,0.5725
0.6940000000000001,0.7655,0.644,0.485,0.66,0.88
0.6795,0.6605,0.6295,0.4535,0.4035,0.5535
0.7175,0.7224999999999999,0.6675,0.4645,0.7144999999999999,0.88
0.6620000000000001,0.6960000000000001,0.6120000000000001,0.492,0.442,0.5920000000000001
0.7045,0.92,0.6545,0.4985,0.4485,0.5985
0.643,0.7055,0.593,0.476,0.426,0.5760000000000001
0.7030000000000001,0.7785000000000001,0.8250000000000001,0.489,0.439,0.5890000000000001
0.7765,0.92,0.7264999999999999,0.4965,0.4465,0.5965
0.95,0.753,0.6615,0.4875,0.4375,0.5875
0.6155,0.6249999999999999,0.5655,0.4645,0.4145,0.5645
0.7510000000000001,0.737,0.7010000000000001,0.494,0.444,0.5940000000000001
0.902,0.6775,0.649,0.499,0.5945000000000001,0.88
0.6535,0.6114999999999999,0.6034999999999999,0.4525,0.4025,0.5525
0.664,0.745,0.614,0.487,0.437,0.5870000000000001
0.685,0.708,0.635,0.5800000000000001,0.442,0.5920000000000001
0.663,0.635,0.613,0.625,0.417,0.5670000000000001
0.898,0.6625,0.606,0.487,0.437,0.5870000000000001
0.6895,0.6459999999999999,0.6395,0.8015,0.7040000000000001,0.88
0.6890000000000001,0.725,0.639,0.794,0.402,0.552
0.6855,0.7745,0.6715,0.4865,0.4365,0.5865
0.7365,0.92,0.6865,0.4585,0.4085,0.5585
0.6695,0.92,0.6194999999999999,0.4825,0.4325,0.5825
0.7120000000000001,0.7785,0.662,0.498,0.448,0.5980000000000001
0.6950000000000001,0.92,0.645,0.472,0.422,0.5720000000000001
0.6030000000000001,0.6515,0.553,0.8280000000000001,0.438,0.5880000000000001
0.8805000000000001,0.6625,0.6014999999999999,0.4705,0.4205,0.5705
0.95,0.7170000000000001,0.6200000000000001,0.498,0.448,0.5980000000000001
0.7010000000000001,0.851,0.651,0.482,0.432,0.5820000000000001
0.6100000000000001,0.6044999999999999,0.6639999999999999,0.45,0.4,0.55
0.7120000000000001,0.6845,0.894,0.488,0.6105,0.8180000000000001
0.7225,0.696,0.6725,0.4845,0.4345,0.5845
0.664,0.67,0.614,0.475,0.425,0.5750000000000001
0.7080000000000001,0.725,0.658,0.479,0.429,0.5790000000000001
0.6890000000000001,0.7795,0.639,0.801,0.431,0.5810000000000001
0.7175,0.7605,0.6675,0.4845,0.4345,0.5845
0.64,0.722,0.59,0.464,0.414,0.5640000000000001
0.6865,0.6895,0.7805,0.4705,0.5645,0.7625
0.6715,0.6635,0.6214999999999999,0.4655,0.4155,0.5655
0.8424999999999999,0.716,0.6004999999999999,0.4655,0.4155,0.5655
0.6060000000000001,0.66,0.556,0.752,0.5335,0.7120000000000001
0.6965,0.698,0.6465,0.5745,0.4425,0.5925
0.95,0.6715,0.5790000000000001,0.49,0.6125,0.88
0.673,0.692,0.623,0.458,0.408,0.558
0.7310000000000001,0.785,0.681,0.5700000000000001,0.444,0.5940000000000001
0.7230000000000001,0.8779999999999999,0.673,0.478,0.62,0.88
0.6570000000000001,0.665,0.6070000000000001,0.473,0.423,0.5730000000000001
0.7375,0.735,0.6875,0.4905,0.4405,0.5905
0.7065,0.7625,0.6565,0.7464999999999999,0.4185,0.5685
0.787,0.6395,0.555,0.467,0.6405000000000001,0.88
0.8830000000000001,0.722,0.626,0.467,0.417,0.5670000000000001
0.6585,0.7144999999999999,0.6084999999999999,0.4535,0.4035,0.5535
0.6535000000000001,0.6739999999999999,0.6035,0.4895,0.4395,0.5895
0.7000000000000001,0.7005,0.65,0.471,0.421,0.5710000000000001
0.5840000000000001,0.92,0.534,0.458,0.408,0.558
0.6965,0.7629999999999999,0.6465,0.4825,0.4325,0.5825
0.6920000000000001,0.6595,0.642,0.642,0.428,0.5780000000000001
0.7025,0.6669999999999999,0.9,0.4915,0.4415,0.5915
0.95,0.7154999999999999,0.6345,0.4545,0.5395,0.88
0.7300000000000001,0.757,0.68,0.499,0.449,0.5990000000000001
0.6154999999999999,0.6575,0.5654999999999999,0.4505,0.4005,0.5505
0.7050000000000001,0.9165,0.655,0.471,0.421,0.5710000000000001
0.6375,0.703,0.5874999999999999,0.4615,0.4115,0.5615
0.6725,0.7549999999999999,0.6224999999999999,0.4565,0.4065,0.5565
0.8175,0.7725,0.6885,0.4995,0.4495,0.5995
0.6335,0.6359999999999999,0.5834999999999999,0.4515,0.4015,0.5515
0.663,0.7364999999999999,0.613,0.45,0.4,0.55
0.6795,0.7364999999999999,0.6295,0.4575,0.4075,0.5575
0.656,0.723,0.606,0.471,0.421,0.5710000000000001
0.7470000000000001,0.7505,0.8330000000000001,0.476,0.5910000000000001,0.796
0.6960000000000001,0.7215,0.646,0.483,0.433,0.5830000000000001
0.6975,0.6849999999999999,0.6475,0.6825,0.4385,0.5885
0.684,0.73,0.634,0.466,0.416,0.5660000000000001
0.95,0.7085,0.605,0.452,0.402,0.552
0.95,0.643,0.624,0.451,0.401,0.551
0.6685,0.92,0.6184999999999999,0.4815,0.598,0.88
0.6255000000000001,0.6365,0.5755,0.4745,0.4245,0.5745
0.6855,0.8795,0.6355,0.4775,0.4275,0.5775
0.681,0.727,0.631,0.475,0.5135,0.6930000000000001
0.6695,0.7505,0.6194999999999999,0.4685,0.4185,0.5685
0.8145000000000001,0.6585,0.5795,0.4575,0.4075,0.5575
0.6525,0.6615,0.6024999999999999,0.4755,0.4255,0.5755
0.671,0.658,0.621,0.496,0.446,0.5960000000000001
0.95,0.6409999999999999,0.5775,0.4535,0.4035,0.5535
0.7205,0.735,0.6705,0.4815,0.6055,0.8135
0.7180000000000001,0.7385,0.668,0.461,0.411,0.561
0.7225,0.7414999999999999,0.6725,0.4985,0.4485,0.5985
0.6835,0.7214999999999999,0.6335,0.7015,0.4255,0.5755
0.8765000000000001,0.6579999999999999,0.6355,0.4525,0.587,0.88
0.6615,0.6579999999999999,0.6114999999999999,0.4735,0.4235,0.5735
0.7005,0.6985,0.6505,0.4915,0.4415,0.5915
0.637,0.6244999999999999,0.587,0.458,0.408,0.558
0.649,0.6685,0.599,0.484,0.434,0.5840000000000001
0.6140000000000001,0.92,0.5640000000000001,0.455,0.405,0.555
0.6375,0.6659999999999999,0.5874999999999999,0.6825,0.4045,0.5545
0.95,0.7185,0.6880000000000001,0.48,0.6295000000000001,0.88
0.6980000000000001,0.6845,0.648,0.491,0.441,0.5910000000000001
0.6995,0.717,0.6495,0.4905,0.4405,0.5905
0.686,0.6905,0.636,0.464,0.414,0.5640000000000001
0.7340000000000001,0.75,0.684,0.453,0.403,0.553
0.661,0.6945,0.611,0.453,0.403,0.553
0.6450000000000001,0.8590000000000001,0.5950000000000001,0.497,0.6465000000000001,0.88
0.6915,0.7805,0.6415,0.4895,0.4395,0.5895
0.655,0.707,0.605,0.8380000000000001,0.5655,0.768
0.7020000000000001,0.92,0.652,0.454,0.404,0.554
0.6110000000000001,0.907,0.561,0.463,0.533,0.88
0.7180000000000001,0.762,0.668,0.489,0.439,0.5890000000000001
0.6910000000000001,0.7335,0.641,0.498,0.448,0.5980000000000001
0.6415000000000001,0.6615,0.5915,0.4875,0.4375,0.5875
0.7760000000000001,0.79,0.7260000000000001,0.8130000000000001,0.449,0.5990000000000001
0.65,0.707,0.6,0.467,0.417,0.5670000000000001
0.6555000000000001,0.6545,0.8855000000000001,0.4985,0.4485,0.5985
0.7180000000000001,0.695,0.668,0.467,0.417,0.5670000000000001
0.656,0.916,0.606,0.451,0.401,0.551
0.7340000000000001,0.721,0.684,0.463,0.413,0.5630000000000001
0.6665,0.737,0.6164999999999999,0.4775,0.4275,0.5775
0.7440000000000001,0.758,0.8220000000000001,0.488,0.438,0.5880000000000001
0.6115,0.6669999999999999,0.5775,0.4615,0.4925,0.6695
0.7315,0.7845,0.6815,0.4875,0.4375,0.5875
0.656,0.6960000000000001,0.818,0.483,0.433,0.5830000000000001
0.6305000000000001,0.6699999999999999,0.5805,0.4585,0.4085,0.5585
0.668,0.7555000000000001,0.794,0.472,0.422,0.5720000000000001
0.9035,0.7689999999999999,0.6285,0.4825,0.4325,0.5825
0.6225,0.6359999999999999,0.5725,0.4725,0.4225,0.5725
0.5995,0.6265,0.5495,0.4555,0.4055,0.5555
0.7695000000000001,0.7649999999999999,0.7195,0.6465,0.4345,0.5845
0.7310000000000001,0.77,0.681,0.497,0.447,0.5970000000000001
0.675,0.6805,0.625,0.451,0.401,0.551
0.8845000000000001,0.7074999999999999,0.6735,0.4645,0.4145,0.5645
0.6040000000000001,0.6575,0.6180000000000001,0.47,0.615,0.8300000000000001
0.7180000000000001,0.6995,0.668,0.6930000000000001,0.447,0.5970000000000001
0.6745,0.6645,0.6244999999999999,0.4815,0.4315,0.5815
0.7190000000000001,0.715,0.669,0.463,0.413,0.5630000000000001
0.6755,0.6729999999999999,0.6255,0.4825,0.4325,0.5825
0.67,0.7665,0.9,0.474,0.424,0.5740000000000001
0.95,0.765,0.669,0.468,0.418,0.5680000000000001
0.6465,0.6565,0.5964999999999999,0.4855,0.4355,0.5855
0.7010000000000001,0.6735,0.651,0.477,0.427,0.5770000000000001
0.637,0.6415,0.587,0.472,0.422,0.5720000000000001
0.876,0.6365,0.547,0.482,0.687,0.88
0.7375,0.736,0.7995,0.4705,0.4205,0.5705
0.7010000000000001,0.7125,0.651,0.498,0.448,0.5980000000000001
0.6970000000000001,0.6915,0.647,0.456,0.406,0.556
0.7095,0.699,0.6595,0.4815,0.4315,0.5815
0.7645000000000001,0.7579999999999999,0.7145,0.6235,0.4395,0.5895
0.6455000000000001,0.7104999999999999,0.5955,0.4855,0.4355,0.5855
0.6955,0.708,0.6455,0.4575,0.4075,0.5575
0.751,0.632,0.5850000000000001,0.467,0.417,0.5670000000000001
0.7450000000000001,0.7405,0.6950000000000001,0.469,0.419,0.5690000000000001
0.7125,0.92,0.6625,0.4945,0.4445,0.5945
0.6700000000000002,0.6425,0.6200000000000001,0.482,0.432,0.5820000000000001
0.671,0.6965,0.621,0.494,0.444,0.5940000000000001
0.6420000000000001,0.6890000000000001,0.5920000000000001,0.491,0.441,0.5910000000000001
0.652,0.7155,0.602,0.766,0.418,0.5680000000000001
0.6100000000000001,0.626,0.56,0.458,0.408,0.558
0.6340000000000001,0.6880000000000001,0.5840000000000001,0.481,0.431,0.5810000000000001
0.637,0.719,0.587,0.452,0.402,0.552
0.6555000000000001,0.6435,0.6055,0.4935,0.4435,0.5935
0.6005,0.6659999999999999,0.5505,0.4545,0.4045,0.5545
0.6645,0.6535,0.7025,0.4915,0.4415,0.5915
0.6155,0.6089999999999999,0.5655,0.4575,0.4075,0.5575
0.7065,0.7615,0.6565,0.7184999999999999,0.4205,0.5705
0.8740000000000001,0.658,0.615,0.49,0.5315,0.88
0.7020000000000001,0.6725,0.652,0.636,0.444,0.5940000000000001
0.6345,0.6529999999999999,0.5844999999999999,0.8035,0.4095,0.5595
0.95,0.795,0.7140000000000001,0.498,0.5920000000000001,0.88
0.7180000000000001,0.7425,0.668,0.459,0.409,0.559
0.7105,0.731,0.6605,0.4955,0.4455,0.5955
0.6900000000000001,0.7395,0.728,0.48,0.6595,0.88
0.7045,0.705,0.6545,0.7045,0.4225,0.5725
0.685,0.713,0.635,0.7050000000000001,0.441,0.5910000000000001
0.5895,0.6269999999999999,0.5395,0.4755,0.4255,0.5755
0.943,0.7355,0.618,0.494,0.6240000000000001,0.88
0.671,0.6555,0.621,0.477,0.427,0.5770000000000001
0.7300000000000001,0.713,0.68,0.497,0.447,0.5970000000000001
0.7060000000000001,0.7135,0.656,0.457,0.407,0.557
0.5760000000000001,0.7434999999999999,0.526,0.467,0.417,0.5670000000000001
0.6865,0.7174999999999999,0.6365,0.4895,0.4395,0.5895
0.7500000000000001,0.76,0.7600000000000001,0.484,0.6905000000000001,0.88
0.7045,0.6805,0.6545,0.4945,0.4445,0.5945
0.6505000000000001,0.716,0.6005,0.4865,0.4365,0.5865
0.753,0.7815,0.9,0.489,0.439,0.5890000000000001
0.943,0.6545,0.611,0.485,0.435,0.5850000000000001
0.6340000000000001,0.6890000000000001,0.5840000000000001,0.47,0.42,0.5700000000000001
0.7255,0.741,0.6755,0.4515,0.4015,0.5515
0.7240000000000001,0.712,0.674,0.487,0.437,0.5870000000000001
0.6665,0.6645,0.6164999999999999,0.4785,0.4285,0.5785
0.6310000000000001,0.6785,0.5810000000000001,0.497,0.447,0.5970000000000001
0.648,0.632,0.598,0.801,0.429,0.5790000000000001
0.6645,0.6589999999999999,0.6144999999999999,0.4595,0.4095,0.5595
0.5890000000000001,0.618,0.539,0.453,0.403,0.553
0.6150000000000001,0.627,0.5650000000000001,0.462,0.412,0.562
0.7120000000000001,0.7045,0.662,0.496,0.446,0.5960000000000001
0.95,0.739,0.643,0.493,0.443,0.5930000000000001
0.628,0.7005,0.578,0.453,0.403,0.553
0.7215,0.7424999999999999,0.6715,0.4995,0.4495,0.5995
