@relation student_profiles

@attribute profile_id numeric
@attribute education_level numeric
@attribute OL_subject_0_score numeric
@attribute OL_subject_2_score numeric
@attribute OL_subject_3_score numeric
@attribute OL_subject_1_score numeric
@attribute OL_subject_5_score numeric
@attribute OL_subject_4_score numeric
@attribute AL_stream numeric
@attribute AL_subject_6_score numeric
@attribute AL_subject_8_score numeric
@attribute AL_subject_10_score numeric
@attribute AL_subject_4_score numeric
@attribute AL_subject_3_score numeric
@attribute AL_subject_7_score numeric
@attribute AL_subject_0_score numeric
@attribute AL_subject_2_score numeric
@attribute AL_subject_1_score numeric
@attribute AL_subject_9_score numeric
@attribute AL_subject_12_score numeric
@attribute AL_subject_5_score numeric
@attribute AL_subject_11_score numeric
@attribute university_score numeric
@attribute gpa numeric
@attribute career {Medicine,Engineering,IT,Research,Business,Teaching}

@data
11,2,59,86,20,27,82,10,1,0,0,0,0,58,0,55,0,98,0,0,0,0,89,2.98,Engineering
12,2,48,69,89,87,27,6,3,0,49,0,0,0,95,0,0,0,84,0,0,0,72,3.57,Engineering
13,1,92,63,98,44,88,7,4,0,0,51,0,0,0,0,0,0,0,20,0,87,-1,-1,IT
14,0,62,83,82,22,16,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
15,2,43,35,34,0,90,83,4,0,0,56,0,0,0,0,0,0,0,67,0,52,97,3.84,Engineering
16,1,8,65,24,64,12,69,1,0,0,0,0,17,0,84,0,31,0,0,0,0,-1,-1,Medicine
17,1,33,0,57,49,47,86,3,0,28,0,0,0,89,0,0,0,10,0,0,0,-1,-1,Medicine
18,0,25,78,43,29,5,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
19,1,68,65,34,19,34,25,0,0,0,0,0,0,0,47,37,24,0,0,0,0,-1,-1,Engineering
20,1,58,12,87,13,44,2,3,0,60,0,0,0,37,0,0,0,3,0,0,0,-1,-1,IT
21,2,86,64,39,77,60,98,1,0,0,0,0,24,0,7,0,71,0,0,0,0,75,3.28,IT
22,0,76,14,27,66,77,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
23,2,71,60,57,99,63,66,4,0,0,21,0,0,0,0,0,0,0,91,0,33,88,3.19,Teaching
24,2,67,51,32,22,76,13,0,0,0,0,0,0,0,65,6,24,0,0,0,0,99,3.33,Medicine
25,0,17,12,0,98,71,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
26,2,25,68,69,76,92,93,1,0,0,0,0,75,0,93,0,56,0,0,0,0,75,3.66,IT
27,2,95,36,81,57,70,42,2,42,0,0,95,0,0,0,0,0,0,0,30,0,72,2.87,Teaching
28,2,92,89,22,85,39,89,1,0,0,0,0,83,0,6,0,97,0,0,0,0,68,3.61,IT
29,0,71,60,27,11,99,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
30,0,71,65,6,61,52,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
31,2,90,80,8,36,13,6,3,0,51,0,0,0,42,0,0,0,45,0,0,0,74,3.64,Medicine
32,0,9,20,22,36,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
33,0,77,94,36,26,87,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
34,2,83,18,99,60,57,46,1,0,0,0,0,48,0,31,0,45,0,0,0,0,77,2.8,Medicine
35,2,63,40,71,48,72,16,2,8,0,0,65,0,0,0,0,0,0,0,43,0,72,3.54,Teaching
36,2,43,11,13,79,18,82,2,25,0,0,51,0,0,0,0,0,0,0,41,0,98,2.66,Medicine
37,2,10,67,13,57,77,2,3,0,14,0,0,0,93,0,0,0,23,0,0,0,83,3.47,Teaching
38,0,67,71,51,20,27,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
39,2,69,18,81,50,96,36,0,0,0,0,0,0,0,45,27,40,0,0,0,0,88,3.34,Teaching
40,0,72,34,91,5,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
41,1,62,4,8,5,99,39,2,68,0,0,68,0,0,0,0,0,0,0,28,0,-1,-1,IT
42,2,44,58,47,50,44,7,1,0,0,0,0,99,0,25,0,85,0,0,0,0,60,3.29,IT
43,2,91,74,53,60,3,99,4,0,0,10,0,0,0,0,0,0,0,90,0,61,74,3.88,Medicine
44,2,66,77,68,31,79,24,4,0,0,47,0,0,0,0,0,0,0,0,0,49,78,3.32,Engineering
45,1,76,17,70,87,10,0,0,0,0,0,0,0,0,81,63,80,0,0,0,0,-1,-1,Medicine
46,2,22,4,17,76,93,99,2,64,0,0,27,0,0,0,0,0,0,0,50,0,87,3.62,Engineering
47,0,54,7,85,86,42,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
48,2,55,73,71,25,90,45,4,0,0,25,0,0,0,0,0,0,0,52,0,14,93,3.59,Engineering
49,1,73,6,40,16,53,3,2,66,0,0,55,0,0,0,0,0,0,0,48,0,-1,-1,Engineering
50,0,74,58,34,61,41,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
51,2,51,38,22,48,86,19,4,0,0,47,0,0,0,0,0,0,0,24,0,68,95,3.48,Teaching
52,1,87,23,49,65,20,81,3,0,47,0,0,0,69,0,0,0,54,0,0,0,-1,-1,IT
53,2,68,14,11,9,48,21,1,0,0,0,0,38,0,25,0,89,0,0,0,0,65,2.79,IT
54,2,52,63,12,71,13,25,0,0,0,0,0,0,0,69,19,89,0,0,0,0,79,2.86,Teaching
55,2,88,22,3,43,94,64,2,78,0,0,69,0,0,0,0,0,0,0,60,0,98,3.17,Engineering
56,2,83,81,74,73,74,14,2,26,0,0,55,0,0,0,0,0,0,0,35,0,69,2.94,Teaching
57,1,89,3,26,87,64,95,3,0,79,0,0,0,84,0,0,0,45,0,0,0,-1,-1,Engineering
58,1,38,12,88,14,77,53,0,0,0,0,0,0,0,34,31,6,0,0,0,0,-1,-1,Medicine
59,0,98,27,61,50,35,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
60,0,37,44,34,52,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
61,2,45,50,12,50,45,61,2,34,0,0,64,0,0,0,0,0,0,0,39,0,74,3.3,IT
62,0,76,3,75,88,63,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
63,1,2,78,68,65,41,23,3,0,67,0,0,0,8,0,0,0,67,0,0,0,-1,-1,Medicine
64,2,79,90,98,74,62,60,0,0,0,0,0,0,0,73,4,59,0,0,0,0,78,3.29,Teaching
65,0,42,43,39,64,77,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
66,0,86,63,99,18,98,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
67,2,95,15,99,40,56,24,3,0,73,0,0,0,82,0,0,0,1,0,0,0,64,2.95,Teaching
68,1,43,19,63,7,7,31,1,0,0,0,0,31,0,66,0,52,0,0,0,0,-1,-1,IT
69,2,65,16,26,18,16,98,4,0,0,26,0,0,0,0,0,0,0,50,0,71,67,2.68,Engineering
70,1,71,75,8,28,0,50,2,59,0,0,10,0,0,0,0,0,0,0,7,0,-1,-1,Medicine
71,0,88,26,89,76,82,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
72,2,30,88,92,91,92,99,3,0,98,0,0,0,69,0,0,0,92,0,0,0,95,3.58,IT
73,2,55,31,63,31,52,76,4,0,0,28,0,0,0,0,0,0,0,7,0,60,64,3.2,Teaching
74,1,54,60,82,18,73,53,2,37,0,0,63,0,0,0,0,0,0,0,17,0,-1,-1,Medicine
75,0,75,51,25,86,88,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
76,2,64,84,74,12,63,88,0,0,0,0,0,0,0,41,36,83,0,0,0,0,77,3.36,Teaching
77,2,0,15,72,48,61,33,3,0,94,0,0,0,14,0,0,0,17,0,0,0,87,2.9,Teaching
78,0,41,4,81,64,2,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
79,0,66,1,58,33,60,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
80,1,84,34,51,74,76,12,1,0,0,0,0,69,0,72,0,63,0,0,0,0,-1,-1,IT
81,1,76,50,40,7,13,86,1,0,0,0,0,76,0,77,0,61,0,0,0,0,-1,-1,IT
82,2,36,87,50,66,25,38,1,0,0,0,0,77,0,53,0,70,0,0,0,0,81,3.37,IT
83,1,75,34,84,62,23,54,0,0,0,0,0,0,0,49,98,20,0,0,0,0,-1,-1,IT
84,1,18,75,72,16,80,66,1,0,0,0,0,68,0,67,0,49,0,0,0,0,-1,-1,Engineering
85,2,21,94,30,31,69,81,3,0,63,0,0,0,78,0,0,0,69,0,0,0,82,3.36,Medicine
86,0,92,93,76,38,23,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
87,2,38,85,6,91,55,33,1,0,0,0,0,25,0,12,0,59,0,0,0,0,95,3.59,IT
88,2,8,18,92,56,50,43,3,0,64,0,0,0,48,0,0,0,15,0,0,0,76,3.55,Medicine
89,2,4,87,12,24,74,36,3,0,56,0,0,0,77,0,0,0,73,0,0,0,64,2.79,Engineering
90,2,90,96,12,15,83,2,2,79,0,0,6,0,0,0,0,0,0,0,49,0,61,2.98,Engineering
91,2,16,36,77,24,20,31,2,35,0,0,26,0,0,0,0,0,0,0,65,0,91,2.67,IT
92,1,24,51,92,63,62,85,1,0,0,0,0,24,0,96,0,17,0,0,0,0,-1,-1,Medicine
93,2,41,22,58,46,64,30,3,0,40,0,0,0,21,0,0,0,1,0,0,0,76,3.33,Teaching
94,0,50,65,85,2,11,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
95,2,1,40,14,52,26,60,3,0,79,0,0,0,16,0,0,0,12,0,0,0,79,2.66,Medicine
96,0,15,89,81,9,99,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
97,1,4,40,18,42,58,1,0,0,0,0,0,0,0,55,13,63,0,0,0,0,-1,-1,Engineering
98,2,98,11,46,48,82,35,1,0,0,0,0,43,0,32,0,4,0,0,0,0,61,3.54,Medicine
99,0,25,59,82,3,33,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
100,2,4,59,76,38,32,11,1,0,0,0,0,31,0,42,0,90,0,0,0,0,81,3.45,Medicine
101,1,55,85,61,72,69,63,4,0,0,3,0,0,0,0,0,0,0,87,0,93,-1,-1,Engineering
102,0,33,75,68,14,95,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
103,1,29,32,59,45,66,40,2,89,0,0,63,0,0,0,0,0,0,0,90,0,-1,-1,Medicine
104,2,92,61,24,34,70,61,4,0,0,51,0,0,0,0,0,0,0,54,0,79,77,3.17,IT
105,1,34,26,20,24,58,45,2,92,0,0,76,0,0,0,0,0,0,0,42,0,-1,-1,Medicine
106,2,24,15,44,65,78,86,4,0,0,90,0,0,0,0,0,0,0,29,0,99,65,3.27,IT
107,0,85,87,4,94,63,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
108,0,4,46,50,24,73,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
109,1,10,20,35,61,96,0,4,0,0,20,0,0,0,0,0,0,0,59,0,14,-1,-1,Medicine
110,1,25,12,96,83,97,9,2,80,0,0,48,0,0,0,0,0,0,0,94,0,-1,-1,Medicine
111,2,48,38,58,4,69,48,2,36,0,0,54,0,0,0,0,0,0,0,81,0,72,3.3,IT
112,2,67,23,26,24,40,43,3,0,78,0,0,0,16,0,0,0,36,0,0,0,62,3.26,Teaching
113,2,32,7,42,41,88,34,4,0,0,58,0,0,0,0,0,0,0,3,0,57,80,3.97,Medicine
114,2,91,48,5,46,5,59,3,0,99,0,0,0,25,0,0,0,53,0,0,0,64,3.24,Engineering
115,1,67,54,0,49,57,53,3,0,66,0,0,0,35,0,0,0,68,0,0,0,-1,-1,Engineering
116,1,28,90,68,47,15,19,0,0,0,0,0,0,0,12,96,19,0,0,0,0,-1,-1,IT
117,0,65,97,14,62,63,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
118,1,15,69,2,54,65,12,0,0,0,0,0,0,0,42,82,21,0,0,0,0,-1,-1,Medicine
119,2,0,35,52,6,28,93,4,0,0,31,0,0,0,0,0,0,0,15,0,26,83,3.05,Engineering
120,0,18,42,87,73,83,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
121,0,36,27,11,14,25,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
122,1,3,33,8,76,57,75,3,0,50,0,0,0,69,0,0,0,5,0,0,0,-1,-1,Engineering
123,1,28,19,60,68,15,56,4,0,0,4,0,0,0,0,0,0,0,58,0,69,-1,-1,Medicine
124,1,10,15,91,81,77,82,2,9,0,0,52,0,0,0,0,0,0,0,86,0,-1,-1,Engineering
125,1,2,17,38,92,93,16,4,0,0,28,0,0,0,0,0,0,0,20,0,14,-1,-1,Medicine
126,1,38,68,31,5,46,52,0,0,0,0,0,0,0,46,94,63,0,0,0,0,-1,-1,Medicine
127,0,62,96,79,64,68,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
128,0,21,95,47,66,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
129,1,58,54,77,53,61,94,0,0,0,0,0,0,0,7,16,20,0,0,0,0,-1,-1,Engineering
130,2,50,80,53,42,59,72,0,0,0,0,0,0,0,30,46,50,0,0,0,0,90,2.72,Engineering
131,1,71,73,96,63,34,81,4,0,0,89,0,0,0,0,0,0,0,82,0,34,-1,-1,Engineering
132,1,31,72,54,68,19,44,3,0,58,0,0,0,39,0,0,0,84,0,0,0,-1,-1,Medicine
133,2,96,10,4,10,15,61,0,0,0,0,0,0,0,95,30,66,0,0,0,0,94,3.21,Teaching
134,2,6,74,71,89,5,38,2,14,0,0,65,0,0,0,0,0,0,0,57,0,86,3.51,Medicine
135,1,36,7,80,65,84,50,0,0,0,0,0,0,0,88,23,37,0,0,0,0,-1,-1,Medicine
136,0,8,90,0,17,62,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
137,2,33,94,41,51,24,45,4,0,0,26,0,0,0,0,0,0,0,23,0,75,85,3.44,Medicine
138,1,9,5,87,1,25,95,3,0,66,0,0,0,57,0,0,0,72,0,0,0,-1,-1,Medicine
139,0,94,27,27,57,62,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
140,0,41,19,30,34,10,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
141,1,38,70,78,45,99,17,1,0,0,0,0,36,0,9,0,92,0,0,0,0,-1,-1,IT
142,0,22,85,78,68,96,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
143,1,7,31,43,95,76,96,3,0,8,0,0,0,34,0,0,0,41,0,0,0,-1,-1,Medicine
144,1,47,64,91,70,40,26,4,0,0,94,0,0,0,0,0,0,0,74,0,81,-1,-1,Medicine
145,1,82,92,33,22,32,37,1,0,0,0,0,15,0,62,0,25,0,0,0,0,-1,-1,Engineering
146,2,71,24,95,49,76,54,0,0,0,0,0,0,0,80,34,40,0,0,0,0,74,3.22,IT
147,2,39,10,36,71,53,84,0,0,0,0,0,0,0,50,13,99,0,0,0,0,92,3.62,IT
148,1,54,27,10,70,8,37,0,0,0,0,0,0,0,25,84,67,0,0,0,0,-1,-1,Engineering
149,1,61,92,64,84,10,57,3,0,36,0,0,0,76,0,0,0,28,0,0,0,-1,-1,IT
150,1,57,11,33,72,75,9,4,0,0,48,0,0,0,0,0,0,0,23,0,95,-1,-1,Medicine
151,0,88,47,13,60,59,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
152,0,10,93,11,29,94,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
153,1,86,49,71,49,65,65,1,0,0,0,0,69,0,44,0,36,0,0,0,0,-1,-1,Medicine
154,1,86,16,42,50,52,79,0,0,0,0,0,0,0,29,14,53,0,0,0,0,-1,-1,Engineering
155,1,95,56,77,10,33,60,1,0,0,0,0,67,0,49,0,30,0,0,0,0,-1,-1,Medicine
156,0,98,36,36,18,75,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
157,0,30,23,80,35,64,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
158,0,18,88,75,81,29,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
159,2,51,3,77,67,47,97,4,0,0,87,0,0,0,0,0,0,0,23,0,27,86,2.63,IT
160,1,23,86,56,59,10,90,1,0,0,0,0,44,0,30,0,35,0,0,0,0,-1,-1,Engineering
161,2,45,79,48,0,0,26,1,0,0,0,0,48,0,40,0,9,0,0,0,0,92,2.63,Engineering
162,0,42,34,38,93,3,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
163,1,67,54,52,16,31,8,4,0,0,96,0,0,0,0,0,0,0,32,0,60,-1,-1,IT
164,1,5,4,29,2,56,34,2,6,0,0,64,0,0,0,0,0,0,0,55,0,-1,-1,Engineering
165,1,85,81,94,56,18,23,1,0,0,0,0,46,0,80,0,59,0,0,0,0,-1,-1,IT
166,0,10,22,2,58,30,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
167,0,44,42,58,23,58,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
168,0,21,8,69,90,98,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
169,0,57,89,28,62,72,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
170,1,99,62,24,89,4,24,0,0,0,0,0,0,0,17,3,17,0,0,0,0,-1,-1,Medicine
171,0,34,7,40,94,78,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
172,2,11,14,79,16,90,50,4,0,0,87,0,0,0,0,0,0,0,42,0,0,68,3.23,Medicine
173,2,50,60,27,16,62,58,3,0,20,0,0,0,82,0,0,0,5,0,0,0,82,2.98,Engineering
174,2,87,91,50,29,15,22,0,0,0,0,0,0,0,72,45,39,0,0,0,0,75,2.9,Engineering
175,2,23,99,65,3,27,23,2,94,0,0,70,0,0,0,0,0,0,0,65,0,97,2.77,Medicine
176,2,38,46,15,68,19,21,1,0,0,0,0,60,0,97,0,7,0,0,0,0,61,2.43,Medicine
177,0,78,95,13,31,18,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
178,0,96,18,51,69,82,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
179,0,26,35,58,52,13,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
180,0,15,70,7,91,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
181,2,20,22,68,92,43,28,1,0,0,0,0,89,0,52,0,68,0,0,0,0,68,3.57,Teaching
182,2,36,40,18,41,87,58,2,74,0,0,39,0,0,0,0,0,0,0,71,0,96,3.02,Teaching
183,1,91,8,73,93,94,60,2,14,0,0,51,0,0,0,0,0,0,0,10,0,-1,-1,IT
184,2,47,21,32,52,35,45,0,0,0,0,0,0,0,79,88,22,0,0,0,0,94,3.21,Medicine
185,0,83,79,95,47,90,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
186,0,18,10,23,83,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
187,0,49,74,84,43,3,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
188,1,23,92,98,6,48,22,3,0,46,0,0,0,68,0,0,0,52,0,0,0,-1,-1,Medicine
189,1,8,97,31,94,18,68,1,0,0,0,0,90,0,18,0,95,0,0,0,0,-1,-1,IT
190,1,81,71,20,97,62,0,4,0,0,61,0,0,0,0,0,0,0,95,0,65,-1,-1,Engineering
191,1,94,34,45,42,91,75,2,21,0,0,25,0,0,0,0,0,0,0,46,0,-1,-1,Medicine
192,1,20,61,83,64,87,96,3,0,88,0,0,0,71,0,0,0,40,0,0,0,-1,-1,Medicine
193,2,35,27,99,82,40,87,2,0,0,0,19,0,0,0,0,0,0,0,16,0,62,3.8,Engineering
194,0,16,10,53,63,20,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
195,2,13,87,37,7,26,49,1,0,0,0,0,94,0,90,0,74,0,0,0,0,73,3.38,IT
196,1,54,41,68,83,94,45,4,0,0,89,0,0,0,0,0,0,0,44,0,60,-1,-1,Medicine
197,1,77,63,60,43,99,83,4,0,0,27,0,0,0,0,0,0,0,98,0,72,-1,-1,IT
198,0,65,80,98,74,3,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
199,1,96,25,44,71,15,91,0,0,0,0,0,0,0,33,36,79,0,0,0,0,-1,-1,Engineering
200,0,86,84,34,92,27,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
201,0,93,49,56,22,91,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
202,0,98,24,56,78,86,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
203,2,9,18,21,39,93,94,2,11,0,0,39,0,0,0,0,0,0,0,89,0,76,2.6,Teaching
204,0,78,43,62,6,65,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
205,0,9,9,37,74,64,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
206,0,48,32,63,45,46,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
207,2,26,11,11,54,40,83,2,65,0,0,70,0,0,0,0,0,0,0,76,0,83,3.38,Engineering
208,2,24,2,78,80,71,43,3,0,24,0,0,0,31,0,0,0,34,0,0,0,98,2.84,Teaching
209,0,23,14,56,2,30,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
210,1,48,20,81,99,21,33,2,89,0,0,11,0,0,0,0,0,0,0,47,0,-1,-1,Medicine
211,2,56,42,60,84,86,77,1,0,0,0,0,73,0,73,0,87,0,0,0,0,75,3.82,IT
212,1,76,24,20,90,92,10,3,0,75,0,0,0,42,0,0,0,65,0,0,0,-1,-1,Medicine
213,1,27,20,93,66,38,43,0,0,0,0,0,0,0,94,51,37,0,0,0,0,-1,-1,IT
214,0,95,20,35,45,61,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
215,0,24,39,36,84,79,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
216,0,83,93,72,11,45,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
217,2,55,96,6,63,91,72,0,0,0,0,0,0,0,32,23,45,0,0,0,0,61,3.12,Medicine
218,1,88,21,0,17,36,84,1,0,0,0,0,84,0,58,0,58,0,0,0,0,-1,-1,Engineering
219,1,36,20,9,90,54,9,3,0,54,0,0,0,86,0,0,0,91,0,0,0,-1,-1,IT
220,1,87,23,54,19,20,85,4,0,0,90,0,0,0,0,0,0,0,19,0,49,-1,-1,Engineering
221,1,63,78,95,82,73,47,3,0,31,0,0,0,60,0,0,0,69,0,0,0,-1,-1,Medicine
222,1,36,93,36,24,28,72,2,45,0,0,18,0,0,0,0,0,0,0,71,0,-1,-1,IT
223,0,22,79,35,85,84,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
224,0,2,64,37,2,83,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
